Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,Distribute,GDP_USD
14.65,60.0,5.0,4.0,4.0,3.0,4.5,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.55,39.0,7.0,7.0,4.0,8.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
6.3,72.0,3.0,2.0,2.0,6.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.85,33.0,3.0,3.0,4.0,4.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
9.9,42.0,3.0,4.0,5.0,,,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.3,90.0,4.0,5.0,3.0,6.0,5.5,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
8.3,48.0,5.0,5.0,4.0,6.0,6.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
12.9,55.0,8.0,,,3.5,8.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
8.6,33.0,3.0,4.0,5.0,2.5,5.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
7.0,70.0,5.0,5.0,4.0,8.0,7.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.0,36.0,3.0,3.0,3.0,4.0,3.3,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
9.3,62.0,2.0,3.0,2.0,4.0,4.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.0,84.0,3.0,2.0,1.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
50.8,400.0,22.0,18.0,4.0,6.0,16.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
4.6,33.0,3.0,4.0,5.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.8,45.0,4.0,3.0,3.0,2.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
5.25,34.0,3.0,4.0,5.0,3.0,3.5,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.95,35.0,4.0,,4.0,4.5,3.2,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
7.6,38.0,4.0,4.0,5.0,7.0,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
21.7,50.0,8.0,4.0,5.0,20.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
17.99,104.0,6.0,8.0,6.0,7.0,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
7.99,40.0,2.0,4.0,4.0,,,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
8.5,43.0,3.0,3.0,5.0,2.0,6.0,yes,no,hoàn kiếm,hà nội,135618.0,5.3,18.0,25.588,51.39
11.3,48.0,4.0,5.0,5.0,,4.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
4.3,33.0,2.0,2.0,3.0,,,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
13.4,50.0,4.0,,5.0,,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
25.8,82.0,12.0,12.0,6.0,,5.2,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
6.85,35.0,7.0,4.0,5.0,4.0,4.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
9.5,70.0,4.0,5.0,5.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.7,40.0,10.0,10.0,5.0,,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
5.5,27.0,3.0,3.0,5.0,,,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.75,80.0,3.0,4.0,3.0,4.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
5.65,30.0,3.0,4.0,5.0,,4.3,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
10.9,61.0,4.0,4.0,5.0,5.0,5.1,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
12.0,52.0,3.0,5.0,6.0,2.0,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.95,30.0,3.0,4.0,5.0,,,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
24.8,90.0,5.0,1.0,5.0,,,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
8.8,80.0,5.0,6.0,4.0,8.0,4.5,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
9.3,75.0,4.0,4.0,4.0,8.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
18.3,50.0,4.0,3.0,5.0,,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
22.5,105.0,5.0,6.0,5.0,12.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.98,35.0,3.0,4.0,6.0,3.5,5.15,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
2.45,34.0,3.0,3.0,3.0,3.0,3.5,yes,yes,thanh oai,hà nội,211029.0,123.9,20.0,1.703,51.39
5.9,50.7,3.0,3.0,2.0,3.5,3.8,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
5.3,34.6,3.0,,2.0,6.0,4.1,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
31.3,90.0,8.0,5.0,5.0,7.0,5.8,yes,no,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.49,82.0,3.0,3.0,2.0,6.0,4.6,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.4,101.0,10.0,10.0,2.0,6.0,850.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.0,41.0,4.0,,5.0,6.0,6.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
3.2,32.0,2.0,2.0,1.0,3.0,4.5,no,yes,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
12.8,84.0,4.0,4.0,5.0,12.0,5.5,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,41.150,63.65
21.9,115.0,19.0,20.0,6.0,,5.0,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
6.85,41.8,4.0,5.0,5.0,3.0,,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
15.3,72.0,5.0,5.0,5.0,8.0,4.2,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
9.7,60.0,3.0,3.0,3.0,8.0,5.6,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
4.55,66.7,2.0,2.0,2.0,6.0,6.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
12.6,55.0,4.0,3.0,4.0,4.0,9.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
6.6,32.0,5.0,4.0,4.0,2.0,3.8,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.1,45.0,2.0,2.0,3.0,3.0,5.1,yes,yes,hồng bàng,hải phòng,177820.0,39.7,10.0,4.471,15.97
9.5,75.0,4.0,4.0,4.0,,,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
4.5,45.0,3.0,2.0,2.0,,,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
6.7,36.5,3.0,4.0,5.0,,,yes,no,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
5.5,150.0,4.0,3.0,3.0,,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,2.705,19.28
17.7,110.0,4.0,4.0,4.0,4.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
6.5,80.0,4.0,4.0,4.0,8.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
9.9,108.0,3.0,2.0,2.0,4.0,4.5,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
5.7,72.0,4.0,4.0,,,5.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
6.5,62.0,4.0,2.0,2.0,,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
4.2,51.0,3.0,2.0,2.0,3.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
7.0,32.0,3.0,4.0,5.0,3.0,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
8.1,100.0,5.0,4.0,3.0,6.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
18.5,72.3,9.0,10.0,6.0,8.0,6.5,yes,no,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
5.7,60.0,3.0,2.0,2.0,3.0,4.1,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.4,96.0,5.0,5.0,4.0,,4.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
8.2,76.0,6.0,6.0,5.0,5.0,4.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
8.9,46.0,3.0,3.0,4.0,4.0,3.88,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
11.0,78.0,3.0,3.0,3.0,7.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.6,56.0,4.0,3.0,2.0,4.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
16.8,73.0,3.0,3.0,5.0,3.0,4.7,yes,no,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
19.0,80.0,9.0,9.0,7.0,10.0,7.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
12.8,50.0,3.0,2.0,2.0,6.0,3.7,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
12.99,59.0,6.0,5.0,5.0,4.0,3.5,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
6.95,37.0,4.0,4.0,5.0,,3.5,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
1.35,57.0,2.0,1.0,1.0,24.0,5.0,yes,yes,thủ dầu một,bình dương,321607.0,118.9,14.0,2.705,19.28
14.8,40.0,4.0,4.0,5.0,12.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
6.3,34.0,3.0,4.0,5.0,2.5,3.6,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
28.0,102.0,26.0,22.0,8.0,8.0,5.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.5,114.0,4.0,2.0,2.0,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
23.0,56.0,8.0,5.0,5.0,8.0,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.2,76.0,1.0,1.0,1.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.68,38.0,3.0,3.0,5.0,5.0,,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
7.19,50.0,3.0,4.0,,5.0,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
12.6,40.0,4.0,4.0,7.0,3.0,8.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.25,36.0,2.0,2.0,2.0,4.0,3.6,no,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
14.6,39.0,3.0,4.0,5.0,6.0,5.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
7.9,35.0,3.0,4.0,5.0,,,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.3,35.0,3.0,3.0,5.0,,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
13.25,125.0,4.0,4.0,3.0,6.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
16.5,59.3,4.0,4.0,3.0,8.0,3.7,yes,yes,quận 1,hồ chí minh,142625.0,7.7,10.0,18.523,63.65
15.0,60.0,6.0,7.0,6.0,3.5,4.2,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
40.0,156.5,21.0,21.0,9.0,,,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
20.0,60.5,6.0,7.0,8.0,10.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.9,30.0,3.0,4.0,5.0,,,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
16.8,50.0,7.0,6.0,6.0,3.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
6.8,56.0,3.0,3.0,3.0,4.0,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
9.98,72.0,8.0,8.0,3.0,,4.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
5.9,60.4,3.0,3.0,3.0,4.0,4.2,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
3.3,64.0,2.0,1.0,2.0,3.0,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.79,95.0,5.0,5.0,2.0,,6.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
9.65,42.0,4.0,4.0,4.0,9.0,,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
3.5,44.0,3.0,2.0,2.0,3.0,3.3,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
1.49,125.0,2.0,1.0,1.0,6.0,7.0,yes,yes,chợ gạo,tiền giang,187711.0,230.9,19.0,813,5.02
13.0,45.0,7.0,7.0,7.0,4.0,4.8,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
4.7,92.0,3.0,2.0,2.0,,8.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,4.966,63.65
3.69,40.0,2.0,2.0,2.0,,7.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
6.55,100.0,2.0,1.0,1.0,7.0,5.0,no,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.6,56.0,1.0,1.0,1.0,,4.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.7,64.0,3.0,3.0,3.0,,4.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
6.8,58.0,4.0,6.0,5.0,,8.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
7.2,30.5,7.0,4.0,4.0,4.0,3.0,yes,no,quận 1,hồ chí minh,142625.0,7.7,10.0,18.523,63.65
5.98,84.8,4.0,3.0,2.0,,,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
6.7,35.0,3.0,4.0,5.0,,4.0,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
14.5,42.0,,,7.0,4.0,7.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
5.9,38.0,3.0,3.0,4.0,2.2,14.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
14.5,75.0,,,4.0,4.0,4.5,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
36.0,125.0,14.0,16.0,9.0,,10.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
6.59,56.0,3.0,3.0,3.0,4.0,450.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.7,35.0,5.0,4.0,5.0,3.0,3.9,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
9.5,55.0,4.0,3.0,5.0,3.5,3.6,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.85,48.0,2.0,2.0,1.0,250.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.95,110.0,2.0,2.0,1.0,3.0,8.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.75,45.0,6.0,6.0,6.0,6.0,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
4.75,31.1,5.0,3.0,4.0,2.5,3.5,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
6.95,82.0,4.0,3.0,2.0,,6.5,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,2.483,5.42
18.7,65.0,11.0,13.0,7.0,3.0,5.0,no,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
10.2,98.0,4.0,5.0,3.0,5.5,,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,2.483,5.42
6.79,71.9,3.0,4.0,3.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
9.8,52.0,4.0,3.0,5.0,3.5,3.8,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
8.95,60.0,4.0,5.0,4.0,8.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
5.0,70.0,4.0,4.0,2.0,3.0,4.1,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.85,106.0,5.0,5.0,2.0,4.0,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.9,60.3,2.0,2.0,2.0,8.0,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
6.95,40.1,3.0,3.0,3.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.5,82.67,4.0,5.0,3.0,,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.9,80.0,2.0,3.0,2.0,,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.69,60.0,2.0,2.0,2.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
15.8,55.0,5.0,6.0,6.0,4.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
11.5,50.0,4.0,4.0,5.0,5.0,4.3,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.8,115.0,3.0,2.0,1.0,3.5,5.5,yes,no,sơn trà,đà nẵng,157415.0,63.4,6.0,2.483,5.42
8.89,110.2,5.0,4.0,3.0,,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
12.6,40.0,4.0,4.0,5.0,6.0,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.5,90.0,3.0,3.0,2.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
22.0,124.0,,,3.0,12.0,,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
45.0,140.0,10.0,10.0,,,,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
8.3,62.4,3.0,3.0,4.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
5.2,44.0,2.0,2.0,2.0,,8.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
11.5,50.0,5.0,5.0,6.0,6.0,4.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
12.0,230.0,3.0,3.0,3.0,7.0,10.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
4.48,91.0,3.0,3.0,3.0,4.0,4.12,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
4.7,32.0,3.0,3.0,5.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
8.3,49.0,2.0,2.0,2.0,5.0,6.5,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
6.2,72.0,3.0,4.0,3.0,7.0,4.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
16.6,62.0,4.0,4.0,4.0,3.0,4.7,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
13.3,42.0,3.0,5.0,6.0,2.5,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
7.95,72.0,4.0,5.0,4.0,8.0,4.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
9.5,80.0,4.0,3.0,4.0,3.5,4.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
8.0,50.0,5.0,3.0,5.0,3.0,5.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.2,35.0,3.0,3.0,5.0,5.0,,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
3.0,68.0,3.0,2.0,,5.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
9.3,60.0,4.0,3.0,4.0,,,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
8.28,92.0,8.0,8.0,3.0,,4.3,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.25,32.0,3.0,4.0,5.0,,,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.0,50.0,4.0,3.0,4.0,6.0,4.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
5.5,43.0,4.0,5.0,5.0,3.0,3.4,yes,yes,thanh oai,hà nội,211029.0,123.9,20.0,1.703,51.39
8.0,45.0,7.0,6.0,5.0,3.0,5.0,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
16.0,60.0,2.0,2.0,2.0,9.0,5.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
7.95,67.5,3.0,4.0,4.0,9.0,6.5,yes,yes,thanh oai,hà nội,211029.0,123.9,20.0,1.703,51.39
10.0,77.0,3.0,4.0,3.0,6.0,4.06,no,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
10.48,71.0,5.0,4.0,4.0,,4.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
4.2,62.0,2.0,2.0,2.0,12.0,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.7,56.0,3.0,2.0,3.0,6.0,,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
6.5,38.0,3.0,3.0,5.0,3.5,3.8,yes,yes,hoàn kiếm,hà nội,135618.0,5.3,18.0,25.588,51.39
22.0,75.0,,,,8.0,4.2,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
29.9,150.0,27.0,28.0,6.0,,6.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
18.5,71.0,6.0,6.0,5.0,3.0,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.08,204.0,,,,3.0,10.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
5.6,56.0,3.0,3.0,3.0,6.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
17.5,115.0,5.0,5.0,5.0,12.0,9.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
10.8,65.0,3.0,3.0,3.0,8.0,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
5.5,35.0,4.0,3.0,4.0,5.0,3.6,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
9.8,45.0,5.0,5.0,6.0,4.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
2.6,27.0,2.0,2.0,2.0,2.0,4.5,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
5.0,41.0,6.0,4.0,5.0,3.0,4.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
32.0,100.0,16.0,,8.0,,,no,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
4.3,66.0,4.0,3.0,3.0,3.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
31.0,70.0,16.0,,9.0,,6.5,no,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
38.0,259.0,,,2.0,,14.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
5.75,35.0,3.0,3.0,5.0,,,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.5,68.0,4.0,5.0,3.0,7.0,4.2,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.99,50.0,5.0,4.0,4.0,5.0,4.2,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
11.5,42.0,4.0,4.0,5.0,7.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.5,36.0,2.0,2.0,2.0,4.0,,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
17.0,84.0,3.0,3.0,4.0,10.0,,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
7.3,55.0,3.0,4.0,3.0,5.0,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
11.6,48.0,4.0,4.0,5.0,,3.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
11.8,55.0,6.0,7.0,6.0,4.0,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
18.8,58.0,4.0,5.0,5.0,8.0,4.1,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
16.0,65.0,15.0,15.0,6.0,3.0,5.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
15.0,200.0,14.0,14.0,2.0,5.0,930.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
27.5,80.0,4.0,4.0,4.0,6.0,7.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
4.3,55.0,2.0,2.0,2.0,5.0,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
16.5,50.0,5.0,,7.0,10.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
